genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
LMNA 12024280.093355 15409053.6242093 13755856.9309995 14289457.6690185 15142247.31442 10765467.9398165 14831807.7505536 18417966.7956608 8019120.15280852 10439420.5412556 11836830.9495715 19855134.5596285 5400071.69447541 13421040.5325419 9101597.39493248
FN1 262485042.320401 560431299.437335 432810535.143991 315673884.689604 200155389.932006 353475276.965917 657430457.47752 766873555.221662 857759378.321753 429205457.600555 275942969.30132 309905361.393122 236862953.796041 215809744.82848 324149426.223078
TFRC 61969.5492871264 77430.4519828465 6545.91365301249 22934.5193587927 22744.76096405 572.197810809975 43069.1915544408 14174.315926687 0 165745.795787866 0 2783.69619983771 798.445277489512 2797.68885740512 5450.95727179369
MT2A 745687.907718354 343627.539606599 138608.880726768 191366.092517808 592169.086654874 166143.039265348 101310.771140657 0 0 150686.395636173 173397.778659654 116244.365146162 147043.766289507 16147.0511210299 113064.554944197
ANG 502673.340424731 427626.300767487 7833.76964876697 183938.531945877 9011.03045752254 6654.54681704916 271618.489415353 5626.6325419639 313.620714688397 452710.107828716 9271.84480399452 5190.7195721235 94793.579765204 132933.135722115 10022.6659188753
MMP1 7681290.1895936 19148262.2824623 5581950.66027796 2046959.08676839 863579.507692472 968741.877996018 1093186.60081341 1046744.22011108 1623352.12059496 7796191.6809342 4426901.70602426 569562.73379641 707024.328829533 873798.606990698 571886.579252731
GBA 291149.645718459 1016494.90006314 194459.564712265 316948.467527902 161505.668185535 248852.038449963 507145.072260763 352673.982779234 64860.5860959029 286419.589352757 161721.252560379 99678.3702384971 297377.026506889 602186.658672982 164292.731702033
ALDOA 155890698.472599 125932846.136 137271922.658383 99821054.0713308 96017751.4298348 151973440.380626 82896878.6531147 128617552.498364 55522027.4720166 139366253.883605 145380681.090881 112453028.851557 156772444.393723 146040535.596398 132593405.409709
CSTB 700107.221572864 498455.065113234 589973.630136476 731120.374841993 711770.025341519 600671.615371593 437475.421908297 535022.742155759 138038.689499391 776365.07383933 1518805.13865772 470934.04942734 1893846.82933101 2657969.81453668 1048581.16222132
ANXA1 2051387.42184828 2295231.60563511 2503196.45128665 1823545.09548444 3218570.63149525 4250110.99785843 953689.911446797 2267648.27817191 1695673.50107215 3388308.67246238 3708646.57826713 3005104.11053404 21277681.3428153 17737409.3985373 18194871.0308866
SOD2 34277.5542300844 25632.2325346083 13304.8175922464 24273.5269472226 44611.8889743327 50564.360081192 26544.4562517088 3483.6456210979 80237.0101663389 78726.4157344201 39315.5205978092 21827.1938132124 90952.6270984821 216953.723434227 60092.757481588
THY1 699663.037337888 584340.369517658 363230.171033198 229293.022333841 552172.51794375 397030.258943493 478662.255732144 265030.077665702 634741.629561195 348210.396167459 461855.261038057 570259.561264773 142601.176178588 266138.610488209 542165.616962569
KRT1 1276754.57098465 1568416.47290321 2882707.67447692 3222633.96475917 446409.691598032 2100797.25664291 1416143.30992645 1664533.63696767 1676726.60100503 1137388.75141717 14363129.5288783 1172385.18798209 897767.550157626 1417809.15138306 2296797.54535726
GAPDH 49784641.5243621 16040658.2025874 21672481.798164 13762485.0179371 41102765.1475446 43026488.3062683 19951850.2672025 10445916.2875843 45878646.9767372 42274929.8017776 59005578.0722687 37457637.609854 24259056.2045783 16268676.9525045 44987246.0489599
HSPB1 7223590.82110734 10651608.3589624 21338054.2445122 14583183.9302234 26995424.7001812 69750713.1439293 7161759.98504728 9664331.13923512 9088784.42359253 14649170.2228047 38590323.2785563 32030542.7627404 22613157.0882327 17749816.4453135 27073955.3370727
APP 171014.540156781 167453.251370431 68174.3024646703 405789.558652861 389219.930111859 173601.958926073 170401.165429499 265436.820107419 371442.072509157 347429.998528663 213158.184097827 107717.46850969 470726.13387221 346555.537595023 192628.326688283
HMGN1 141.472704219987 5589.59021354674 10672.5495285141 11.0664724249293 2325.06412979932 33599.9156093668 105.239886911526 72.1328477829207 525.887230019584 166.783681783613 3470.5288122172 16266.3573067267 4786.23598709458 5980.17775982079 6101.86684020158
SERPINB2 170338.788622565 140001.215017366 348093.375860835 146223.33040206 602452.303950905 788928.849528282 2369734.74763896 4845484.43044718 1086276.68598512 174790.785392272 163819.811051534 93620.5074536224 84234.065268001 37889.5788300362 88684.1784371763
SERPINE1 7097131.0423464 8034319.4789248 3934363.12527263 1434085.20647293 3899275.48323334 8264408.76549923 8320762.46581702 972677.627337278 5497496.61841265 5455735.61651936 36857335.1147036 3197661.93917938 24793247.3577853 42044968.7718 18521712.767652
SERPING1 19869765.4994147 21807336.6086341 5297342.65913102 2377634.90081767 1318846.51661319 2174379.95893468 4254953.35570862 3190440.42195571 2609923.50314836 3945889.07726027 2021299.73796787 1195618.58662063 3495419.28118437 3618957.39527653 3528349.30309697
CFI 1299163.82431589 2742373.29839959 389526.899177558 448634.631806285 154709.329553372 225579.066949559 66691.4158613084 48664.4218823654 237248.667773658 520004.176164877 280982.242407786 242113.316545368 70670.74261381 81723.2999227163 164056.431025549
EIF2S1 1145.86547499719 2076.87911093949 5187.06345920078 9061.56416427113 28353.0980425239 20024.1378320156 0 4806.21872423584 0 1702.44555482117 26571.852008969 36485.2582435728 12745.8263196825 6228.4597981505 29024.2789098299
ICAM1 16469.8248775376 10650.1028493528 35915.2613901027 185700.549619549 55586.7813565957 349429.821857799 302478.365638357 48318.4479254284 76482.2203146933 1243823.38552797 890775.188001629 527838.911799947 118792.588429725 245048.164253481 41709.1540775214
RPLP2 10501.7733180881 10510.8657107279 131674.21127943 0 99314.8742807891 147311.5850895 2505.19661132387 40739.0474096403 1442.68870462905 0 345902.197935643 64661.283898857 2151.36204513256 6537.33415034976 159275.190081254
RPLP0 770.327182308117 2535.9766561338 56142.7697047753 483.008278668213 95430.0264867393 67747.3723035234 1436.82720050009 253.420148582548 88730.8664158761 520.437438901288 160833.993075901 53309.464826848 9302.78676087253 8543.35555471965 42012.6891157455
FABP3 272164.796701342 243968.327454061 73733.4976847785 688823.778794216 46716.1577946325 34254.7640546328 620965.085237492 527069.51004051 85229.1885147926 470220.290669066 454069.397877347 37693.0005331706 1813780.42974233 4092737.58579248 547859.413900396
CLEC3B 9968354.65495154 11716341.5697336 10661910.8767782 14149390.0238329 15079590.9010433 20564098.1097556 4196968.48037955 13888261.1038531 10510478.9111004 18102264.6024348 10224354.5950514 15423266.141918 6418754.29969516 7200244.03465916 18205543.1160501
SSB 1349.30558362983 1443.81508148852 35971.0308548106 633.958304288162 150241.839874377 122390.555862417 849.574113286164 698.95616416832 1207.07589055351 179.293716335135 473006.605759784 74647.2313938758 2838.37186512308 1553.54623726437 24113.5246440471
ITGB1 490862.432822182 474790.525436473 157720.270946418 343552.84817565 233179.704190445 186976.211347187 736382.260799443 325126.264475065 230298.100219051 649079.788063525 834751.364068857 154615.423660546 361340.292600863 420004.740146974 557848.13444343
COL5A2 29496148.2793107 23844887.7020663 38626905.3153369 74646160.643427 64270591.3984212 107721418.915643 42729340.7498489 16185829.4527883 46311379.3401533 138853183.210643 117699657.158365 70944410.4199516 7883894.00414877 8297517.05934022 22021753.2395011
BCHE 618661.732304711 659067.142352772 12588.696889054 261507.029910639 162521.267671361 158519.747022187 23804.3566683282 53388.7862360128 53482.542858278 843486.978532876 467117.624003727 284865.82671882 468569.862584783 909841.525687293 457733.421329576
GSN 4557278.22272515 6492602.19677482 8637280.02594448 3696796.08045755 3026891.48423021 6905852.39372352 4336825.23069539 3679317.71295816 5133822.63087267 4205121.05477081 6254303.89885382 3571635.88587324 10441467.7757536 13262083.1078461 7749674.4221729
ATP5B 238144.436337253 677876.672683217 193136.870157559 544241.421518469 1174054.94063729 2270551.67192275 152867.848352774 327334.991304119 151899.933453852 665704.765186341 1906987.95170148 720450.719205622 1683124.1807787 953074.447496224 588251.313513555
C2 14542.4862399642 4171.22389725325 21861.8986770954 111766.609979747 19783.4125215967 4804.54075687085 310235.927323601 429340.222992802 73908.2834979869 10193.8295866275 353.459336649678 1612.09625965076 33872.3100728819 148740.107805322 14403.5606073762
ENO1 186511609.336854 153696968.141169 202732080.463629 167081019.69537 194170866.216391 225872611.657529 100226565.171146 203260775.499079 139997259.816401 147027949.373643 205283723.487886 243214495.274734 212870926.483029 177555685.283939 267975672.171983
GPI 8018274.66903258 4045541.62270831 5859094.059745 3143260.70009786 2488939.25282162 3947274.30053085 3986201.8783853 4699421.20821306 949773.369460368 4088414.76069925 5251260.58469752 2431036.01777232 5971187.18566495 6897395.52693791 3490135.13922202
TPM3 518400.733350953 458611.523443862 1233685.42248972 285611.842557628 1354293.44692649 1098392.93798182 1623607.72583968 188308.327709433 212180.598183284 619880.490165992 3474054.89480509 920112.915214375 474841.836406815 726776.198260464 1524897.72494631
HEXA 941184.465371494 885195.057684997 161947.335320296 736200.595594673 503673.860677843 553295.369637792 658159.636259562 237851.748748783 127432.487195021 1948988.75316116 930549.118872485 511690.677957222 633804.769956883 1003464.51911209 307633.212607537
SERPINE2 48413407.7948005 72971601.2592447 34790496.694784 33179578.4805301 22009158.9890447 24452301.5042366 15292305.3428359 27575428.7807387 15893881.096525 29124732.1313153 10854666.6228796 15856610.6293414 17536102.836154 18261593.3273801 27005084.6404757
DBI 2479928.36427812 1617438.03124129 642467.988381919 1941522.08755825 485777.11150185 1078424.65101909 1092990.13833014 1069363.11001856 316117.858709166 2277610.70209078 2827212.6565061 646509.142506688 3247891.30744579 4556140.02984755 1144152.2101695
LDHB 5954325.13095023 5089715.61991316 6218534.9512773 5680549.89369466 5525849.6777303 7362189.4332768 5763705.76693665 10774078.6092651 2374361.91550934 6339971.39345483 9002564.52869234 8544814.19662536 7538437.76486119 10299952.3161535 7692072.61042928
PROS1 3114365.74905047 387999.546106057 622242.083998466 107446.974513718 1755946.18991036 765992.271985944 1008541.14589064 100658.848064673 237571.133567853 3750315.30920897 1233522.60347912 395935.808428577 122799.938740441 146170.727683672 460413.52468406
P4HB 2018727.9788414 2311177.38568934 4122176.76946594 645582.693776933 8737168.5387108 6609751.27872644 3234691.16193925 1697533.47814319 2714722.43493561 2951045.75099828 12619465.1444049 4389060.97873848 654416.898673335 775782.048261369 2523853.72286661
CTSD 2604441.24725588 3016027.52496614 2427772.27080731 4163870.60859574 4261119.57014957 6363182.1906951 1164263.22527773 2627719.11954784 3722116.42620595 3823397.98762969 4438908.98262336 4289649.85790748 4818588.86249838 9866784.14150277 6618940.21925846
ANXA2 7500020.16079944 7267752.52660937 5665814.97981104 4685908.54114512 1823967.03034478 2897195.76576614 8160823.52105814 8936277.26441545 4421816.77849824 9497861.09715379 4110113.98875847 3110434.11039596 22125792.111159 21767808.2390261 17346273.1016743
DCN 97304524.7375996 143055430.44385 64910707.8359811 57906987.9506934 77618860.1137074 62301850.3000833 117853361.512433 159516395.898765 72625518.0627316 51408690.8222518 32698272.6337266 32056181.8328541 19415523.5570459 13308427.1920424 32968019.6751211
PSAP 7314465.72636776 8821286.3547395 4839847.03953073 12065944.4000101 5301596.31080214 7206237.55397072 6444736.44115266 5896666.83813341 2352883.8769567 9264839.96239991 9922675.96834473 4748550.76386352 11749560.7529655 25204012.2586359 6085840.60365353
HEXB 4763601.41128894 3184853.9910888 800359.52236456 3796715.42575227 4988502.11923878 3584939.70200686 1738736.82026383 1557244.23898029 762278.786313621 8718142.83499044 6386171.13402004 2607750.55692376 3624792.39135827 3719471.79317234 3847954.41285503
CTSL 7978884.68427584 14335548.1315589 4552904.74431623 6309650.74633004 7567630.87729285 5260338.27601899 3130422.05660264 4515653.71483152 3359436.75743275 4750676.89228053 10898787.5357535 4060206.25098924 5174235.69349606 10709374.4048252 6094694.41964049
PFN1 107490684.263384 69083909.7658354 90417534.656992 114206652.642576 113252371.251616 117080398.944704 82773142.5376264 158100747.510769 82037821.1031993 112288897.982951 158533313.966337 95387628.990473 174676090.089218 174184072.576154 147279649.407422
EPRS 257199.365001055 296392.30970767 843435.754347948 458929.875526428 807091.852683165 1468208.0365669 481044.691413116 949080.813309055 328052.738295627 295204.142763835 783082.824875006 873750.623319592 764020.600271785 245237.656301611 730991.795420619
CTSB 71423422.5149638 76204328.5798969 25262526.8455362 48252535.4938817 31681688.6387849 16932861.123206 53205428.2508031 71127530.2372303 21575982.4165152 46290502.9349402 20189930.6300412 12118780.9083546 13114059.2979271 33629620.8287693 13429589.2808285
HNRNPC 202538.914312488 556685.604517855 314910.302226496 611132.997316859 521063.218054972 974103.876074509 361813.052136365 189615.617984352 93337.3464722853 964153.23339409 1186594.2946223 548185.122334262 441882.960831784 898455.469683678 251596.893782562
LAMB1 43103289.5994359 48219188.7441908 9257399.62259502 7645430.61848149 8048245.02251157 7114920.78214387 15012907.7808431 19218173.6343167 4949025.87672543 12969341.8450304 5342516.45131001 6273224.4983224 2041050.85787209 1930103.38006767 3683427.59982858
TPM2 59383.9715284215 68463.718773456 316833.282964682 78328.0549253512 1672133.94793739 2408214.6623169 172666.162705132 31975.2922826533 633169.638607878 64957.1518943008 2461825.42017292 672585.246254419 91416.2780277843 365568.608274266 400954.741229643
FH 2516100.98054491 2039961.19790343 2071356.80589548 1258229.36685775 986430.669381214 1935906.05378993 2770804.24259095 1998391.05795032 718698.261110895 2455580.46539716 3263083.38013986 1237873.68837771 1328573.04352562 1815770.77932019 850769.893312298
THBS1 11990088.9235277 18563760.6520481 21426454.1268045 6779403.10178855 13944952.0972014 19055148.4374511 31995583.2474805 34007515.0436613 72007499.3505969 8717016.7960009 13025647.003692 17632126.5719684 24408219.5782037 30814770.8759216 33301880.4441453
COL1A2 464470360.164484 529158590.416749 560212524.106834 832150928.683967 745067836.031241 710946804.668811 1179287021.64762 600471198.659816 823693682.412403 871158421.069821 832054714.522451 492082822.347244 88744896.1665255 94883256.6715351 171106742.209422
ANXA6 117444.417795728 130793.816097824 9367.82807406282 130687.343842468 30670.118463262 15387.5708964287 78834.0459037371 89562.5456249559 35787.8044312482 189220.953941135 86015.2503422152 63256.1202280179 24771.6364803658 33688.1458990119 14079.3572884457
CD55 270931.18902321 166307.362089176 91472.8009236007 152655.512323923 79565.567379841 106173.121967415 230359.475320922 118780.481549544 134719.32070274 90280.0640801248 132596.754636518 70895.3397785331 213510.924438517 111940.980476827 128100.975372044
